index,Send,Rec,item,counts,Send_grid,Rec_grid
19015,5013000735022300,4311300051081200,농산물,3,50130,43113
19016,5013000765096400,4374500049081400,농산물,3,50130,43745
19017,5011000078068400,4119900012051400,농산물,4,50110,41199
19018,5011000078068400,4375000233034100,농산물,3,50110,43750
19019,5011000685067100,4122000200073400,농산물,3,50110,41220
19020,5011000078068400,2729000033059400,농산물,4,50110,27290
19021,5011000078068400,4711300748092100,농산물,4,50110,47113
19022,5011000318050400,4113500056043300,축산,11,50110,41135
19023,3023000053033100,5011000314016200,생활용품,3,30230,50110
19024,5011000212018400,4513000385065100,음료,13,50110,45130
19025,4128100059031200,5011000266050100,하의,3,41281,50110
19026,1117000009037100,5011000171097300,기타디지털/가전,3,11170,50110
19027,5011000137030100,4111700021026200,농산물,3,50110,41117
19028,5011000375010100,4785000283094200,농산물,6,50110,47850
19029,4136000305079200,5013000954034300,가공식품,3,41360,50130
19030,5013000610049100,4115000037092200,농산물,3,50130,41150
19031,5011000478099100,2911000003080200,농산물,8,50110,29110
19032,5011000137030100,2623000024004100,농산물,3,50110,26230
19033,5013000610049100,1168000008049200,농산물,3,50130,11680
19034,4159000429094300,5011000215027300,음료,6,41590,50110
19035,5013000610049100,4128500007068100,농산물,3,50130,41285
19036,5013000819093100,4513000225074300,농산물,3,50130,45130
19037,2729000036025200,5011000373059300,기타식품,27,27290,50110
19038,5013000610049100,1168000021008300,농산물,3,50130,11680
19039,5013000622057100,4480000457041100,농산물,3,50130,44800
19040,5011000375010100,4127300016035200,음료,3,50110,41273
19041,5011000312034400,4136000168078100,농산물,5,50110,41360
19042,5013000828072200,3011000053079300,농산물,3,50130,30110
19043,5011000078068400,4213000328032400,농산물,4,50110,42130
19044,5013000822013100,2771000019072200,농산물,5,50130,27710
19045,5011000278013400,4817000245084200,농산물,16,50110,48170
19046,5011000078068400,1121500011097100,농산물,3,50110,11215
19047,5011000375010100,4580000144014300,음료,3,50110,45800
19048,5011000137030100,4812900031096100,농산물,4,50110,48129
19049,5011000078068400,3611000388042300,농산물,3,50110,36110
19050,5011000078068400,4729000209059400,농산물,3,50110,47290
19051,5013000731055200,4471000330019300,농산물,3,50130,44710
19052,1141000012008300,5011000670093100,클렌징,3,11410,50110
19053,5013000731055200,4111100026031200,농산물,3,50130,41111
19054,4145000013031100,5011000264078400,가공식품,6,41450,50110
19055,5013000902065100,4117100026040100,농산물,4,50130,41171
19056,5013000765096400,1129000011001300,농산물,3,50130,11290
19057,5011000424078200,4812100159046300,농산물,3,50110,48121
19058,2914000005050100,5013000747043100,농산물,3,29140,50130
19059,5011000262068300,4148000510039100,모니터,3,50110,41480
19060,4139000060097200,5011000270063300,주방용품,5,41390,50110
19061,5013000731055200,4119700008041300,농산물,4,50130,41197
19062,5011000308068100,4141000004057300,농산물,3,50110,41410
19063,5013000856066200,1150000031063200,농산물,3,50130,11500
19064,5011000263040400,5011000213042200,생활용품,3,50110,50110
19065,5013000610049100,1130500014057100,농산물,3,50130,11305
19066,5011000685067100,4146300005054400,농산물,3,50110,41463
19067,5011001115021100,4711100087017400,농산물,3,50110,47111
19068,5011000078068400,2632000033038200,농산물,3,50110,26320
19069,5013000610049100,2723000094002100,농산물,3,50130,27230
19070,4128500050067200,5013000004083200,주방용품,3,41285,50130
19071,5011000480078100,2911000015023100,음료,6,50110,29110
19072,4165000769009100,5011000172054300,카페트/러그,3,41650,50110
19073,5011000213090100,3017000010046100,농산물,3,50110,30170
19074,5011000372010200,2711000003056300,축산,6,50110,27110
19075,5013000610049100,1174000007095400,농산물,3,50130,11740
19076,5011000168074100,5011000373020300,가공식품,17,50110,50110
19077,5011000078068400,2635000020048300,농산물,3,50110,26350
19078,5013000354052200,1165000003027300,농산물,3,50130,11650
19079,5011000178097200,4785000015006100,농산물,4,50110,47850
19080,5011001076050400,4613000285078400,음료,6,50110,46130
19081,5013000821028200,1168000023063300,농산물,3,50130,11680
19082,5011000316024300,2817000014003300,수산,3,50110,28170
19083,1168000013091300,5013000946004400,스킨케어,3,11680,50130
19084,5011000424078200,2723000028065200,농산물,3,50110,27230
19085,5011000078067300,4514000265055400,수산,12,50110,45140
19086,4141000031030100,5013000902087100,건강용품,3,41410,50130
19087,5011000078068400,1171000019100200,농산물,3,50110,11710
19088,4141000031030100,5013000867061100,스킨케어,3,41410,50130
19089,5011000078068400,4146500039092100,농산물,4,50110,41465
19090,2644000021026100,5011000112017300,음료,5,26440,50110
19091,4155000480010200,5013000620024400,취미용품,3,41550,50130
19092,2650000003044100,5011000264048100,침구단품,4,26500,50110
19093,5013000821028200,1171000013048100,농산물,3,50130,11710
19094,5013000610049100,4376000285063300,농산물,3,50130,43760
19095,5013000894063100,4111500001064200,농산물,6,50130,41115
19096,5013000610049100,1171000013055300,농산물,4,50130,11710
19097,5013000777063100,2920000155065400,농산물,6,50130,29200
19098,5011000137030100,1144000017049300,농산물,3,50110,11440
19099,5011000078068400,3023000045023200,농산물,3,50110,30230
19100,5011000374036400,4511100016094300,수산,30,50110,45111
19101,5013000861038300,1147000005073200,농산물,4,50130,11470
19102,4128500021001100,5011000312036200,아우터,3,41285,50110
19103,4121000015010300,5011000172058400,문구/사무용품,3,41210,50110
19104,5013000854086200,4159000209077400,농산물,3,50130,41590
19105,4136000216029100,5011000365001400,반려동물,6,41360,50110
19106,5013000823047200,4873000218036400,농산물,5,50130,48730
19107,5013000780043400,2823700020075400,농산물,4,50130,28237
19108,5011001116066400,3111000036014200,농산물,3,50110,31110
19109,4148000690043300,5011000172041400,문화컨텐츠,3,41480,50110
19110,5011000078068400,4683000259017400,농산물,3,50110,46830
19111,4159000429094300,5013000886062300,음료,4,41590,50130
19112,5013000779041100,4272000960059200,농산물,4,50130,42720
19113,5013000822013100,4711300763076300,농산물,3,50130,47113
19114,2811000069044300,5011000370099200,하의,4,28110,50110
19115,5013000205030200,1159000010100300,농산물,5,50130,11590
19116,5011000676052300,4790000607024100,농산물,3,50110,47900
19117,5013000273039200,1168000029024400,농산물,4,50130,11680
19118,5011000199044400,4413100202089400,농산물,6,50110,44131
19119,1120000014004300,5011000264070100,문구/사무용품,3,11200,50110
19120,5013000731055200,1165000006057300,농산물,3,50130,11650
19121,5011000424078200,1174000008022400,농산물,5,50110,11740
19122,5013000731055200,4887000445072200,농산물,3,50130,48870
19123,5013000610049100,4128700003056200,농산물,3,50130,41287
19124,5011000078068400,1159000012090100,농산물,4,50110,11590
19125,5011000225012300,2818500025030400,농산물,3,50110,28185
19126,4128100160023200,5013000823001100,커튼/블라인드,3,41281,50130
19127,4418000315027300,5011000218023300,수산,5,44180,50110
19128,4729000084062200,5011000374028300,공구,4,47290,50110
19129,5011000078068400,4111300033084100,농산물,4,50110,41113
19130,5013000610049100,4729000073087400,농산물,3,50130,47290
19131,5013000610049100,4122000265048300,농산물,3,50130,41220
19132,4146100353012300,5011000214049100,음료,5,41461,50110
19133,5011000424078200,4729000074017300,농산물,3,50110,47290
19134,5013000723077100,4278000665085100,농산물,3,50130,42780
19135,4148000690015300,5013000867046200,문화컨텐츠,4,41480,50130
19136,5011001001046400,4213000345003300,농산물,4,50110,42130
19137,5011000078068400,4817000495061400,농산물,3,50110,48170
19138,5013000779041100,4617000279026400,농산물,4,50130,46170
19139,5013000826031400,3611000357039400,농산물,3,50130,36110
19140,4157000101085400,5013000531037300,냉동/간편조리식품,4,41570,50130
19141,5011000213090100,2914000010014100,가공식품,4,50110,29140
19142,5013000731055200,2818500021004200,농산물,4,50130,28185
19143,5013000731055200,4115000028032200,농산물,3,50130,41150
19144,5011000213090100,4213000228035200,농산물,5,50110,42130
19145,5013000902069100,4423000285019400,농산물,10,50130,44230
19146,5011000213090100,2729000008027400,농산물,3,50110,27290
19147,5013000909008300,2917000069008400,농산물,4,50130,29170
19148,5013000273029400,2818500009088300,농산물,8,50130,28185
19149,5013000777063100,4812100116059100,농산물,4,50130,48121
19150,1154500001021400,5011000264090200,기타화장품/미용,3,11545,50110
19151,5011000393082100,4775000354009300,농산물,3,50110,47750
19152,5011000078068400,4159000256025300,농산물,3,50110,41590
19153,4148000690015300,5011000379071200,문화컨텐츠,3,41480,50110
19154,4159000429094300,5011000316053100,냉동/간편조리식품,3,41590,50110
19155,5013000866089300,2623000014075400,음료,3,50130,26230
19156,5011000213090100,4150000030093400,농산물,3,50110,41500
19157,5011000199044400,4613000367089100,농산물,4,50110,46130
19158,5011000078068400,1144000013095300,농산물,4,50110,11440
19159,5011000418069100,4122000301100300,농산물,3,50110,41220
19160,5013000571016300,4511300087090300,농산물,5,50130,45113
19161,5013000740006400,4825000248041400,농산물,3,50130,48250
19162,5013000354052200,1162000002011100,농산물,4,50130,11620
19163,5013000610049100,4812100213077100,농산물,3,50130,48121
19164,5011000078068400,4113500071031200,농산물,3,50110,41135
19165,5013000731055200,4211000035006400,농산물,3,50130,42110
19166,4413300195093100,5013000731069300,농산물,3,44133,50130
19167,5011000437099200,2820000033037100,농산물,3,50110,28200
19168,5011000535028300,1114000005045400,농산물,7,50110,11140
19169,5011000078068400,1168000006069100,농산물,3,50110,11680
19170,5013000731055200,4687000333034200,농산물,3,50130,46870
19171,5013000731055200,1165000014006400,농산물,3,50130,11650
19172,5011000078068400,4873000252072300,농산물,3,50110,48730
19173,4211000650079200,5011000430033200,분유/이유식/아기간식,9,42110,50110
19174,4141000031030100,5011000314073300,건강식품,3,41410,50110
19175,5013000868045300,4511100023037100,농산물,6,50130,45111
19176,5011000469031300,3114000015090200,취미용품,3,50110,31140
19177,4148000690015300,5011000490014200,문화컨텐츠,3,41480,50110
19178,1129000014045300,5011000168088200,문화컨텐츠,3,11290,50110
19179,5013000777063100,1130500024014300,농산물,3,50130,11305
19180,5011000436041400,1123000012043300,농산물,6,50110,11230
19181,5011000078068400,2635000039065400,농산물,4,50110,26350
19182,5011000685067100,1147000011054100,농산물,3,50110,11470
19183,4136000216029100,5011000112045300,반려동물,3,41360,50110
19184,5013000616064300,3020000091015300,농산물,6,50130,30200
19185,5011000420060100,2723000091064200,농산물,4,50110,27230
19186,5011000078068400,4122000084073400,농산물,4,50110,41220
19187,5011000078068400,1153000006053400,농산물,3,50110,11530
19188,4128500028049400,5011000305080400,가공식품,7,41285,50110
19189,1154500001021400,5013000857071300,김치,3,11545,50130
19190,2771000040084400,5011000374013100,냉동/간편조리식품,8,27710,50110
19191,5011000310047200,4180000549063100,수산,3,50110,41800
19192,5013000610049100,1111000015088400,농산물,3,50130,11110
19193,5013000812074300,3114000014071300,농산물,6,50130,31140
19194,5013000043054100,4281001282068200,농산물,3,50130,42810
19195,4148000690015300,5011000374070200,문화컨텐츠,3,41480,50110
19196,5013000610049100,1165000018051400,농산물,4,50130,11650
19197,5013000865068200,2917000061059300,농산물,7,50130,29170
19198,4159000429094300,5011000532099300,가공식품,9,41590,50110
19199,5013000731055200,4421000398085200,농산물,3,50130,44210
19200,4729000149014300,5013000684026200,가공식품,25,47290,50130
19201,5011000595017300,1117000009020200,음반,5,50110,11170
19202,5011000437099200,2826000040060400,농산물,3,50110,28260
19203,5011000078068400,4128100126096100,농산물,3,50110,41281
19204,5011000078068400,4136000111028400,농산물,3,50110,41360
19205,5013000774097400,4682000185019400,농산물,3,50130,46820
19206,5011000078068400,3014000013083300,농산물,3,50110,30140
19207,4141000003029300,5011000318041400,태블릿PC/노트북액세서리,5,41410,50110
19208,5011000437099200,1141000017057100,농산물,5,50110,11410
19209,5011000078068400,1130500023006400,농산물,3,50110,11305
19210,4157000240079100,5013000731052400,공구,8,41570,50130
19211,5011000078068400,4141000017004300,농산물,4,50110,41410
19212,5011000213090100,2671000078062200,농산물,4,50110,26710
19213,5011000272082200,5011000270003200,농산물,3,50110,50110
19214,5011000381090400,4471000004046400,농산물,3,50110,44710
19215,5013000821028200,4141000033057100,농산물,3,50130,41410
19216,5011000078068400,4117300012057200,농산물,3,50110,41173
19217,5013000731079400,2917000069008300,농산물,3,50130,29170
19218,2826000073034200,5011000179062400,출산/유아동잡화,3,28260,50110
19219,4141000031030100,5011000318023100,상의,3,41410,50110
19220,5011001060063300,1138000024014400,농산물,3,50110,11380
19221,1162000004007400,5013000954034300,가공식품,4,11620,50130
19222,5013000610049100,3020000121001200,농산물,3,50130,30200
19223,4145000030014300,5011000371083100,완구/매트,10,41450,50110
19224,4145000029085100,5011000374021200,기타식품,3,41450,50110
19225,5013000888089400,4413100212065200,농산물,3,50130,44131
19226,4148000690015300,5013000817097100,문화컨텐츠,10,41480,50130
19227,1117000009063400,5011000213070100,문구/사무용품,4,11170,50110
19228,5013000664028400,4784000067037100,농산물,3,50130,47840
19229,5013000616057100,4150000098028200,농산물,3,50130,41500
19230,5011000316024300,4511300076097300,수산,9,50110,45113
19231,5013000610049100,4146500040094100,농산물,4,50130,41465
19232,5011000078068400,2771000070038200,농산물,3,50110,27710
19233,5013000731055200,4215000419047300,농산물,3,50130,42150
19234,5011000437099200,4128100125054100,농산물,3,50110,41281
19235,5013000731055200,4159000427030400,농산물,3,50130,41590
19236,4423000477071300,5011000173043300,아우터,3,44230,50110
19237,5013000617099100,1120000001065300,농산물,3,50130,11200
19238,5013000735022300,4511300096009400,농산물,4,50130,45113
19239,5011000374036400,4213000355029400,수산,3,50110,42130
19240,5011000078067300,4514000419068300,수산,8,50110,45140
19241,5011000437099200,1121500002003200,농산물,3,50110,11215
19242,1150000037066300,5013000823064400,상의,3,11500,50130
19243,4122000053068300,5011000214001200,아우터,3,41220,50110
19244,4148000690015300,5011000314078100,문화컨텐츠,3,41480,50110
19245,5013000610049100,2824500015085400,농산물,3,50130,28245
19246,5011000137030100,4119500004078200,농산물,6,50110,41195
19247,1156000018045200,5011000167059300,가공식품,6,11560,50110
19248,5011000213090100,4833000444069200,가공식품,4,50110,48330
19249,5011000078068400,4161000207055400,농산물,3,50110,41610
19250,5011000078068400,1129000018034400,농산물,5,50110,11290
19251,5013000731055200,4128100157094300,농산물,3,50130,41281
19252,4121000025002100,5011000168093100,건강용품,5,41210,50110
19253,5011000373003200,2917000062046300,농산물,3,50110,29170
19254,5011000422097100,2626000004094300,농산물,4,50110,26260
19255,5011000078068400,4793000636067100,농산물,13,50110,47930
19256,4157000128031400,5011000317094100,주방용품,3,41570,50110
19257,5011000078068400,2771000386089400,농산물,3,50110,27710
19258,5011000078068400,4159000295016300,농산물,3,50110,41590
19259,5013000734079400,1174000011072400,축산,3,50130,11740
19260,5013000673010300,4159000294034300,농산물,3,50130,41590
19261,3023000012008100,5013000810064100,음료,3,30230,50130
19262,4161000354004200,5011000314091400,축산,12,41610,50110
19263,5011000137030100,1153000009033400,농산물,4,50110,11530
19264,5011000485091400,4128100125098300,농산물,3,50110,41281
19265,5011000109060400,1171000010083400,냉동/간편조리식품,3,50110,11710
19266,5013000273018300,4711300678075100,농산물,3,50130,47113
19267,5013000897086300,4277000625068100,농산물,3,50130,42770
19268,5011000315071100,2638000003062300,생활용품,4,50110,26380
19269,5011000078068400,2820000022035200,농산물,3,50110,28200
19270,4141000031030100,5011000173099100,주방용품,3,41410,50110
19271,4157000230014100,5011000314099200,농산물,6,41570,50110
19272,5013000610049100,1150000020085300,농산물,3,50130,11500
19273,5011000113015100,4213000344041100,농산물,5,50110,42130
19274,2647000003087400,5013000712034200,농산물,8,26470,50130
19275,5013000766045400,4885000593072400,농산물,3,50130,48850
19276,5013000821028200,4146300026086200,농산물,9,50130,41463
19277,5013000777063100,1174000017033100,농산물,3,50130,11740
19278,5011000264026100,5011000215055100,잠옷,7,50110,50110
19279,1153000003046200,5011000384015100,문화컨텐츠,6,11530,50110
19280,4150000199100200,5011000374081200,음료,3,41500,50110
19281,4282000473033400,5011000169080100,음료,4,42820,50110
19282,5013000610049100,1162000003089300,농산물,3,50130,11620
19283,5013000620007400,4611000032085200,농산물,3,50130,46110
19284,5013000713078300,1135000020063300,농산물,4,50130,11350
19285,4148000456062300,5011000377029200,인테리어소품,3,41480,50110
19286,5013000316068200,1156000015080300,농산물,3,50130,11560
19287,4127300065073100,5011000138010100,상의,3,41273,50110
19288,5013000731055200,1150000020070300,농산물,3,50130,11500
19289,5011000179048400,1111000018033400,음료,5,50110,11110
19290,5013000354052200,4817000365061400,농산물,3,50130,48170
19291,5011000373048200,5011000377088400,농산물,4,50110,50110
19292,5011000078068400,3017000013095200,농산물,3,50110,30170
19293,4822000162072200,5011000368046200,과자,31,48220,50110
19294,5013000354052200,4615000538076300,농산물,3,50130,46150
19295,4148000687085300,5011000313096300,음향가전,3,41480,50110
19296,5011000078068400,2617000004090200,농산물,4,50110,26170
19297,5011000316024300,4812300007051200,수산,4,50110,48123
19298,5011000078068400,2914000011096200,농산물,3,50110,29140
19299,4155000458004100,5011001034021400,취미용품,10,41550,50110
19300,5011000318041400,4157000306050100,기타패션의류,7,50110,41570
19301,2826000141045400,5011000313059200,수납/정리용품,4,28260,50110
19302,5011000375010100,2914000001091200,기타식품,3,50110,29140
19303,5011001060063300,1129000006032100,농산물,10,50110,11290
19304,4143000012048100,5013000853018200,원피스/점프슈트,3,41430,50130
19305,5011000137030100,2726000043073100,농산물,3,50110,27260
19306,5013000854017300,3017000004010400,농산물,5,50130,30170
19307,4148000690043300,5011000213033100,문화컨텐츠,6,41480,50110
19308,5011001060063300,4421000291095200,농산물,3,50110,44210
19309,5011000685067100,1154500009092300,농산물,7,50110,11545
19310,5011000078068400,4159000277040200,농산물,7,50110,41590
19311,5011000320010200,4113100020077100,농산물,3,50110,41131
19312,1156000008050100,5011000319099300,가공식품,12,11560,50110
19313,5011000215038100,2911000010093100,농산물,5,50110,29110
19314,5013000675098400,4127100047019400,농산물,3,50130,41271
19315,5011000375010100,1165000007062100,농산물,3,50110,11650
19316,5013000610049100,4122000151041100,농산물,3,50130,41220
19317,5013000610049100,3017000011028300,농산물,3,50130,30170
19318,4571000650086400,5011000264092200,잠옷,3,45710,50110
19319,5013000907027300,4571000390080300,농산물,6,50130,45710
19320,5011000137030100,3023000064072400,농산물,3,50110,30230
19321,5013000859031200,4113500046071300,농산물,3,50130,41135
19322,5013000803016400,1150000034053400,농산물,6,50130,11500
19323,5011000078068400,1150000008069300,농산물,5,50110,11500
19324,4371000137070400,5011000213042400,음료,4,43710,50110
19325,5011000685067100,2647000011023400,농산물,3,50110,26470
19326,5011001027035300,2714000097067100,음료,5,50110,27140
19327,4136000216029100,5013000866098100,반려동물,4,41360,50130
19328,4148000690015300,5011000435092100,문화컨텐츠,3,41480,50110
19329,5011001116066400,2917000096060400,농산물,4,50110,29170
19330,5013000821028200,4121000029030200,농산물,3,50130,41210
19331,5011000437099200,4111300028014400,농산물,9,50110,41113
19332,1117000009037100,5011000315059300,기타디지털/가전,24,11170,50110
19333,5011000685067100,4157000290042100,농산물,3,50110,41570
19334,5013000610049100,1117000015072400,농산물,3,50130,11170
19335,4159000429094300,5013000945087400,김치,3,41590,50130
19336,5011000595017300,1111000026027300,음반,3,50110,11110
19337,4150000201062200,5011001116021300,음료,3,41500,50110
19338,4122000053068300,5011000374030400,상의,4,41220,50110
19339,2771000100035200,5011000265093100,수납가구,4,27710,50110
19340,4579000177091200,5013000778065300,축산,3,45790,50130
19341,5013000623051300,2729000022093100,농산물,3,50130,27290
19342,5013000610049100,4117300012021300,농산물,3,50130,41173
19343,5011000179088300,3014000008052200,농산물,4,50110,30140
19344,5011000310047200,4882000014095300,수산,3,50110,48820
19345,5011000437099200,4159000715067200,농산물,3,50110,41590
19346,5013000624091200,4831000236003200,농산물,3,50130,48310
19347,5011000213090100,2614000004058300,농산물,3,50110,26140
19348,5013000735022300,3014000002087100,농산물,10,50130,30140
19349,5013000771032200,1168000001094100,농산물,3,50130,11680
19350,4148000690015300,5011000374081100,문화컨텐츠,4,41480,50110
19351,5011000137030100,2824500038012300,농산물,4,50110,28245
19352,5013000610049100,1147000013098300,농산물,4,50130,11470
19353,5013000692037200,4715000035047100,농산물,10,50130,47150
19354,5011000078068400,4139000133078400,농산물,4,50110,41390
19355,5011001054058100,1132000008050400,농산물,3,50110,11320
19356,5011000272040300,4159000339030300,농산물,4,50110,41590
19357,4141000031030100,5011000376003400,다이어트식품,3,41410,50110
19358,5011000777046300,4888000574087100,농산물,3,50110,48880
19359,5011000595017300,2726000006017200,음반,3,50110,27260
19360,5011000078068400,4136000323034200,농산물,3,50110,41360
19361,5011000078068400,2920000090037300,농산물,3,50110,29200
19362,4148000568086300,5011000320055300,문화컨텐츠,4,41480,50110
19363,4617000207006200,5011000543099300,가공식품,27,46170,50110
19364,5011001077012300,4831000582084100,농산물,3,50110,48310
19365,5011000078068400,4719000578028100,농산물,4,50110,47190
19366,5011000078068400,4273000602051200,농산물,3,50110,42730
19367,1171000018094100,5011000424052400,건강용품,3,11710,50110
19368,4141000031030100,5013000823075200,아우터,3,41410,50130
19369,5011000199044400,4157000211037300,농산물,3,50110,41570
19370,5011000137030100,4423000254090300,농산물,3,50110,44230
19371,5011000437099200,4113300011052200,농산물,3,50110,41133
19372,2635000034056400,5011000137004200,문화컨텐츠,4,26350,50110
19373,5013000571020200,4711100112084400,농산물,3,50130,47111
19374,5013000731077400,4117300014059300,농산물,3,50130,41173
19375,4311100012003100,5013000809095300,음료,4,43111,50130
19376,4139000118065300,5011000266013100,신발,6,41390,50110
19377,5011000078068400,4615000600088100,농산물,4,50110,46150
19378,5011000215065200,1150000037066300,상의,3,50110,11500
19379,5013000821028200,3611000316008100,농산물,3,50130,36110
19380,4148000699072200,5013000840036300,문화컨텐츠,3,41480,50130
19381,5011000224031300,4128100093098300,농산물,5,50110,41281
19382,5011000854058100,1130500025053200,농산물,5,50110,11305
19383,5011000373023400,4146300032038400,기타디지털/가전,4,50110,41463
19384,5011001070065300,2915500007027300,농산물,4,50110,29155
19385,4148000690015300,5011000365100400,문화컨텐츠,3,41480,50110
19386,4775000245094200,5011000172095300,가공식품,5,47750,50110
19387,5011000078068400,1138000022088400,농산물,4,50110,11380
19388,5011000078068400,4833000431080100,농산물,3,50110,48330
19389,5013000731055200,4139000017007400,농산물,3,50130,41390
19390,4825000400012100,5011000373004300,주방가전,11,48250,50110
19391,4148000690044100,5011000543041100,문화컨텐츠,14,41480,50110
19392,5013000056001300,2826000098017200,농산물,4,50130,28260
19393,5011000078068400,4131000019037400,농산물,4,50110,41310
19394,5011000137030100,4111700012022100,농산물,4,50110,41117
19395,5011000179088300,2811000122091400,농산물,3,50110,28110
19396,5013000610049100,4139000102048400,농산물,3,50130,41390
19397,2635000020035400,5013000796075400,가공식품,4,26350,50130
19398,5011000424078200,1159000004009400,농산물,3,50110,11590
19399,5013000610049100,1165000010061300,농산물,3,50130,11650
19400,3023000012008100,5013000033077200,축산,3,30230,50130
19401,5013000670082100,4511300076097100,농산물,7,50130,45113
19402,5013000854017300,4812500013005100,농산물,3,50130,48125
19403,4141000031030100,5011000266001400,주방용품,3,41410,50110
19404,4141000031009400,5011000173064100,가공식품,3,41410,50110
19405,5011001001046400,4155000092051300,농산물,6,50110,41550
19406,5011000078068400,4725000677062300,농산물,3,50110,47250
19407,5013000868030300,4143000048006400,농산물,4,50130,41430
19408,4117300018005400,5011000168095300,기타패션의류,42,41173,50110
19409,5011001070014400,3120000044004300,농산물,3,50110,31200
19410,5013000735022300,4215000400065100,농산물,3,50130,42150
19411,5013000624091200,2614000004058200,농산물,3,50130,26140
19412,5011000265077200,1174000017083300,축산,20,50110,11740
19413,5013000610049100,1168000015051100,농산물,3,50130,11680
19414,5011001054058100,4113500066093200,농산물,3,50110,41135
19415,4146100166062300,5011000331034200,스킨케어,3,41461,50110
19416,4128500028049400,5013000895064400,음료,3,41285,50130
19417,5011000314073100,3014000005039400,농산물,6,50110,30140
19418,4148000699072200,5011000263014300,음반,4,41480,50110
19419,5011000316024300,2632000033014100,수산,3,50110,26320
19420,4146100274005300,5011000314089200,건강식품,7,41461,50110
19421,5013000802063100,1120000005031400,음료,3,50130,11200
19422,5013000354052200,1135000024026400,농산물,3,50130,11350
19423,5013000821028200,4311300060088400,농산물,3,50130,43113
19424,5013000930047300,1132000012025100,농산물,3,50130,11320
19425,4159000429094300,5011000309087400,건강식품,3,41590,50110
19426,5013000731095100,4113100019035300,농산물,3,50130,41131
19427,5011000137030100,4155000379010200,농산물,3,50110,41550
19428,4374500015096400,5011000266057200,취미용품,3,43745,50110
19429,5011000685067100,4119500012030300,농산물,4,50110,41195
19430,5011000137030100,4719000502049400,농산물,6,50110,47190
19431,5011000137030100,4141000004067200,농산물,3,50110,41410
19432,5011000078068400,4141000019001100,농산물,4,50110,41410
19433,5011000078068400,4111100029066400,농산물,3,50110,41111
19434,5013000732089100,2644000164088400,농산물,3,50130,26440
19435,4719000468072100,5011000262078300,농산물,6,47190,50110
19436,5013000823047200,4623000452025100,농산물,3,50130,46230
19437,5011000272063400,2824500033094300,농산물,3,50110,28245
19438,5011000214094300,1121500011077200,기타식품,3,50110,11215
19439,2644000004058400,5011000373052200,스킨케어,3,26440,50110
19440,5013000610049100,3171000384098300,농산물,3,50130,31710
19441,5013000704063400,4161000246012200,농산물,3,50130,41610
19442,5011000078068400,4311300030024300,농산물,6,50110,43113
19443,4471000114047300,5011000313084400,건강식품,3,44710,50110
19444,5013000524039300,4131000019065400,농산물,8,50130,41310
19445,2917000097065400,5011000078068400,농산물,3,29170,50110
19446,5013000732089100,4812100213074400,농산물,4,50130,48121
19447,5011000424078200,4119500016060300,농산물,3,50110,41195
19448,5013000610049100,2823700005089300,농산물,3,50130,28237
19449,4377000110053100,5011000219027400,기저귀/물티슈,3,43770,50110
19450,5011000685067100,4146100310051300,농산물,3,50110,41461
19451,4155000097032400,5011000169097200,기저귀/물티슈,4,41550,50110
19452,5011000379006400,1153000017092400,농산물,4,50110,11530
19453,4148000690015300,5011000316031300,문화컨텐츠,3,41480,50110
19454,5011000437099200,4812500097076100,농산물,3,50110,48125
19455,5011000078068400,1144000016021100,농산물,7,50110,11440
19456,5013000778073200,3111000036023400,농산물,4,50130,31110
19457,5013000610049100,4117100020068300,농산물,3,50130,41171
19458,4127300022051100,5013000866007300,위생/건강용품,5,41273,50130
19459,5011000183026200,4413100147004400,농산물,4,50110,44131
19460,5011000078068400,4139000005096400,농산물,3,50110,41390
19461,5013000571020200,4136000406057400,농산물,3,50130,41360
19462,2723000088054300,5011000894004400,주방용품,3,27230,50110
19463,5013000610049100,2823700010064300,농산물,3,50130,28237
19464,5011000316019300,5011000316019300,가공식품,4,50110,50110
19465,5011000595017300,3017000014028400,음반,3,50110,30170
19466,5011000450085400,4313000639064400,수산,7,50110,43130
19467,4141000031009400,5011000811019400,가공식품,3,41410,50110
19468,5011001076050400,4511300061002200,음료,3,50110,45113
19469,4211000650079200,5011000437052400,과자,15,42110,50110
19470,5013000731055200,4213000850046200,농산물,3,50130,42130
19471,5011000078068400,4113500030001400,농산물,3,50110,41135
19472,4155000097032400,5011000372017200,기저귀/물티슈,3,41550,50110
19473,5013000819029100,2917000037018200,농산물,4,50130,29170
19474,5013000731055200,4113100019021400,농산물,3,50130,41131
19475,5011000137030100,4413300191050300,농산물,3,50110,44133
19476,5011000078068400,4371000401076400,농산물,3,50110,43710
19477,4159000429094300,5011000213052200,헤어케어,5,41590,50110
19478,5011000078068400,2617000011057300,농산물,4,50110,26170
19479,5011000685067100,4719000455070100,농산물,3,50110,47190
19480,5011001116066400,1165000004062400,농산물,3,50110,11650
19481,5011000685067100,3017000003076400,농산물,3,50110,30170
19482,5013000735022300,4825000384031100,농산물,3,50130,48250
19483,1150000016094400,5011000264065200,스킨케어,4,11500,50110
19484,5013000765096400,2638000016058100,농산물,3,50130,26380
19485,5011000224053100,4272000776004400,농산물,18,50110,42720
19486,5011000078068400,1165000006063100,농산물,4,50110,11650
19487,5011000685067100,4127300015043300,농산물,3,50110,41273
