item,counts,Rec1,Rec2,Rec3,Rec4,Rec5,Rec6,Rec7,Rec8,Rec9,Rec10,Rec11,Rec12,Rec13,Rec14,Rec15,Rec16,Send_1~5,Send_6~9,Send_10,Send_11~16
농산물,3,1,1,5,0,0,0,0,0,2,0,0,1,6,4,0,0,7,14,5,14
농산물,10,4,1,2,7,3,0,0,0,2,5,0,4,1,1,0,0,7,4,6,5
인테리어소품,17,5,0,1,1,0,0,0,3,7,3,0,2,1,2,0,0,16,1,3,6
농산물,3,3,0,2,0,0,0,0,0,9,1,0,1,6,2,0,0,7,14,5,14
농산물,3,4,6,8,9,0,0,0,4,0,7,0,3,0,2,0,0,9,14,7,10
농산물,5,1,1,4,4,0,0,0,0,2,5,0,6,5,3,0,0,9,7,0,14
농산물,8,1,1,3,5,0,0,0,0,2,0,0,8,3,3,0,0,7,3,3,10
기타패션의류,3,5,0,1,1,0,0,0,3,1,5,0,7,2,4,0,0,8,3,5,14
농산물,3,1,1,5,0,0,0,0,0,3,7,0,1,8,4,0,0,7,7,8,18
농산물,3,4,4,1,3,3,0,0,1,8,4,0,2,9,2,0,0,9,10,7,12
계절가전,4,5,0,1,1,0,0,0,1,1,3,0,0,1,4,0,0,14,2,9,6
수산,4,4,1,5,0,0,0,0,3,1,1,0,2,2,4,0,0,7,4,6,9
농산물,3,4,1,2,7,3,0,0,0,2,6,0,1,3,2,0,0,7,7,8,18
가공식품,4,5,0,1,3,0,0,0,4,6,9,1,0,0,2,0,0,14,9,5,18
농산물,5,4,2,7,2,0,0,0,5,3,5,0,2,9,1,0,0,7,7,7,20
농산물,5,3,1,2,0,0,0,0,0,5,8,0,4,2,2,0,0,7,7,8,18
상의,3,5,0,1,1,0,0,0,4,2,7,0,7,8,3,0,0,10,3,1,4
농산물,3,4,1,2,8,5,0,0,0,2,9,0,4,4,3,0,0,7,4,7,4
농산물,9,4,2,1,5,0,0,0,3,7,9,0,1,3,4,0,0,9,14,8,12
농산물,5,4,1,5,9,0,0,0,1,9,7,0,1,4,2,0,0,7,8,7,6
농산물,3,1,1,2,6,0,0,0,0,1,0,0,5,6,1,0,0,7,7,8,18
농산물,3,2,7,2,6,0,0,0,0,4,6,0,6,1,4,0,0,7,7,8,18
농산물,6,2,6,3,2,0,0,0,0,1,1,0,9,7,1,0,0,9,5,4,19
농산물,3,3,6,1,1,0,0,0,2,9,9,1,0,0,2,0,0,7,7,8,18
다이어트식품,7,5,0,1,1,0,0,0,3,2,0,0,5,2,2,0,0,16,3,7,11
농산물,3,2,8,1,1,0,0,0,0,5,7,0,9,6,4,0,0,9,7,0,14
농산물,3,4,4,1,3,1,0,0,0,8,0,0,6,0,2,0,0,7,7,7,20
침실가구,4,5,0,1,3,0,0,0,4,1,4,0,8,4,2,0,0,21,4,5,16
농산물,3,2,8,1,8,5,0,0,0,3,4,0,3,7,4,0,0,7,7,7,20
농산물,5,5,0,1,1,0,0,0,3,1,5,0,5,8,4,0,0,10,1,1,8
농산물,3,1,1,6,2,0,0,0,0,0,6,0,8,9,4,0,0,7,3,3,10
농산물,10,1,1,1,1,0,0,0,0,2,6,0,2,6,2,0,0,7,12,3,13
농산물,3,4,1,1,1,1,0,0,0,3,2,0,5,7,2,0,0,7,4,7,4
농산물,3,2,7,2,9,0,0,0,0,0,8,0,1,8,2,0,0,7,7,8,18
음료,5,4,1,1,1,1,0,0,0,2,4,0,5,7,2,0,0,7,10,5,2
기타식품,5,5,0,1,1,0,0,0,4,3,5,0,5,2,4,0,0,8,10,6,8
농산물,4,4,8,2,5,0,0,0,3,6,2,0,2,1,2,0,0,7,3,3,10
농산물,3,4,3,8,0,0,0,0,3,2,6,0,8,2,1,0,0,9,10,1,12
농산물,3,4,1,4,1,0,0,0,0,1,0,0,2,4,3,0,0,7,7,8,18
음반,3,4,1,5,9,0,0,0,2,9,6,0,0,9,4,0,0,7,14,5,11
농산물,4,1,1,1,1,0,0,0,0,0,7,0,7,3,1,0,0,7,6,4,14
농산물,6,1,1,5,3,0,0,0,0,0,9,0,2,0,3,0,0,9,13,4,11
농산물,3,4,1,1,3,5,0,0,0,6,3,0,9,6,1,0,0,9,7,0,14
음반,4,5,0,1,3,0,0,0,8,6,3,0,3,5,2,0,0,17,15,9,11
농산물,3,4,2,1,3,0,0,0,3,6,9,0,7,9,3,0,0,7,1,1,14
과자,3,5,0,1,1,0,0,0,2,1,5,0,9,0,3,0,0,19,4,8,11
음료,5,2,7,1,4,0,0,0,1,0,7,0,6,9,4,0,0,7,4,4,10
농산물,3,4,1,4,8,0,0,0,5,6,3,0,9,3,4,0,0,9,10,1,12
기타패션의류,3,5,0,1,1,0,0,0,2,6,4,0,3,6,4,0,0,19,0,4,13
기타패션의류,5,4,1,4,5,0,0,0,0,1,3,0,7,3,4,0,0,7,6,9,3
주방가구,4,5,0,1,1,0,0,0,8,5,0,0,6,6,2,0,0,17,8,2,13
반려동물,4,5,0,1,1,0,0,0,6,2,6,0,4,6,4,0,0,10,3,1,4
농산물,4,3,1,1,4,0,0,0,0,2,7,0,8,3,4,0,0,7,8,5,15
문화컨텐츠,6,5,0,1,1,0,0,0,2,6,5,0,9,5,1,0,0,17,15,0,10
농산물,3,4,7,1,1,1,0,0,1,3,5,0,7,0,4,0,0,9,10,3,13
음료,3,5,0,1,1,0,0,0,3,1,5,0,5,2,1,0,0,14,2,5,19
농산물,3,3,1,1,1,0,0,0,0,1,6,0,1,2,4,0,0,9,7,0,14
문화컨텐츠,7,5,0,1,1,0,0,0,3,7,2,0,4,5,2,0,0,17,15,0,9
건강식품,7,5,0,1,3,0,0,0,8,6,1,0,1,6,1,0,0,10,6,1,11
문화컨텐츠,4,5,0,1,1,0,0,0,3,7,9,0,2,2,2,0,0,17,15,9,11
농산물,3,3,1,2,0,0,0,0,0,5,8,0,0,1,3,0,0,7,14,5,14
농산물,3,2,6,2,9,0,0,0,0,2,6,0,2,3,4,0,0,9,7,0,14
농산물,3,4,1,2,9,0,0,0,0,0,1,0,4,3,3,0,0,7,7,8,18
농산물,6,1,1,7,1,0,0,0,0,1,5,0,0,6,1,0,0,7,11,4,12
침구세트,5,5,0,1,3,0,0,0,6,3,5,0,9,3,2,0,0,14,5,6,4
농산물,3,1,1,2,9,0,0,0,0,1,1,0,9,4,2,0,0,7,7,8,18
음향가전,3,5,0,1,1,0,0,0,3,7,4,0,5,0,4,0,0,8,0,5,15
농산물,3,1,1,3,5,0,0,0,0,1,7,0,6,1,1,0,0,9,7,0,14
음료,5,4,1,3,6,0,0,0,2,7,5,0,2,7,1,0,0,7,8,6,9
음료,6,5,0,1,1,0,0,0,3,1,4,0,6,9,3,0,0,16,13,7,13
생활용품,3,5,0,1,3,0,0,0,8,2,3,0,7,5,4,0,0,12,9,9,9
농산물,3,4,1,2,2,0,0,0,1,7,0,0,9,9,1,0,0,9,14,8,12
농산물,3,4,1,2,8,1,0,0,1,1,2,0,4,3,3,0,0,7,7,8,18
위생/건강용품,3,5,0,1,3,0,0,0,8,6,6,0,6,8,2,0,0,17,2,2,7
농산물,3,4,4,2,0,0,0,0,3,8,4,0,0,9,1,0,0,7,6,4,14
농산물,3,4,5,1,9,0,0,0,3,7,1,0,7,1,1,0,0,9,10,5,7
신발,3,5,0,1,3,0,0,0,8,1,8,0,6,4,3,0,0,10,2,4,4
다이어트식품,21,5,0,1,3,0,0,0,8,6,1,0,4,8,2,0,0,10,10,6,10
농산물,3,4,4,8,1,0,0,0,4,7,5,0,8,3,2,0,0,7,14,5,14
농산물,3,1,1,4,1,0,0,0,0,1,6,0,1,8,3,0,0,9,7,0,14
농산물,4,4,7,1,5,0,0,0,2,4,5,0,6,9,2,0,0,7,4,7,4
농산물,3,4,1,2,8,1,0,0,1,2,5,0,8,8,1,0,0,9,10,1,12
농산물,4,4,4,1,8,0,0,0,5,8,4,0,2,7,2,0,0,7,13,9,18
농산물,3,4,7,2,8,0,0,0,7,8,8,0,2,6,1,0,0,7,7,8,18
농산물,3,4,8,3,3,0,0,0,4,1,9,0,7,9,2,0,0,7,4,7,4
농산물,5,2,8,2,3,7,0,0,0,0,2,0,1,6,4,0,0,9,10,3,12
위생/건강용품,3,5,0,1,1,0,0,0,2,6,4,0,6,8,2,0,0,17,2,2,7
음반,3,5,0,1,1,0,0,0,3,2,0,0,3,6,4,0,0,17,15,9,11
완구/매트,3,5,0,1,1,0,0,0,4,2,7,0,7,9,1,0,0,23,6,6,11
농산물,5,4,6,1,1,0,0,0,0,4,6,0,6,6,2,0,0,7,7,8,18
수산,3,4,1,5,0,0,0,0,0,3,4,0,5,4,1,0,0,7,4,0,13
농산물,5,4,5,1,3,0,0,0,2,2,3,0,7,4,3,0,0,9,10,6,8
계절가전,4,5,0,1,1,0,0,0,2,1,3,0,9,9,3,0,0,22,0,5,11
농산물,3,2,8,2,0,0,0,0,0,4,9,0,1,3,2,0,0,7,12,5,14
생활용품,5,5,0,1,3,0,0,0,9,4,5,0,2,9,2,0,0,16,0,2,13
수산,8,4,2,2,1,0,0,0,0,4,4,0,2,0,3,0,0,7,10,4,13
음반,11,1,1,4,4,0,0,0,0,0,3,0,3,2,3,0,0,7,14,5,11
눈관리용품,3,5,0,1,1,0,0,0,3,7,3,0,2,3,4,0,0,19,1,0,5
농산물,3,2,7,2,9,0,0,0,0,1,1,0,9,3,2,0,0,7,7,7,20
기타식품,6,1,1,5,4,5,0,0,0,0,8,0,6,7,4,0,0,7,3,3,16
농산물,3,3,1,7,1,0,0,0,6,4,5,0,1,6,3,0,0,7,4,8,14
농산물,3,1,1,4,1,0,0,0,0,1,9,0,2,8,3,0,0,7,7,7,20
농산물,3,4,7,7,3,0,0,0,6,7,9,0,3,1,1,0,0,9,14,7,10
농산물,5,4,8,2,5,0,0,0,4,3,2,0,1,9,4,0,0,7,8,6,4
농산물,4,4,1,3,7,0,0,0,0,3,9,0,6,9,4,0,0,9,15,0,12
농산물,3,4,5,1,1,3,0,0,0,9,5,0,3,8,1,0,0,7,8,7,6
농산물,3,1,1,7,1,0,0,0,0,2,0,0,6,5,2,0,0,7,7,8,18
수산,3,5,0,1,1,0,0,0,3,1,5,0,1,6,4,0,0,17,3,6,12
선케어,18,5,0,1,1,0,0,0,3,7,3,0,2,0,1,0,0,10,5,2,11
농산물,3,2,6,3,2,0,0,0,0,0,6,0,7,7,2,0,0,9,7,0,14
농산물,3,3,0,1,4,0,0,0,0,0,9,0,1,3,1,0,0,7,6,0,13
농산물,4,4,1,2,8,7,0,0,0,0,9,0,5,1,4,0,0,9,13,6,14
기저귀/물티슈,3,5,0,1,1,0,0,0,3,1,6,0,9,5,3,0,0,15,9,7,9
수산,8,4,1,2,1,0,0,0,0,0,2,0,8,1,3,0,0,7,4,6,9
농산물,4,4,7,1,1,3,0,0,6,3,9,0,9,5,1,0,0,7,7,8,18
농산물,6,4,8,1,7,0,0,0,2,8,7,0,8,1,3,0,0,7,4,7,4
농산물,6,4,1,4,6,1,0,0,4,0,3,0,6,5,4,0,0,9,7,9,15
농산물,3,4,7,1,1,3,0,0,7,8,0,0,1,4,4,0,0,7,7,8,18
농산물,3,2,8,7,1,0,0,0,1,9,3,0,9,7,3,0,0,7,3,8,15
기타식품,3,2,6,2,6,0,0,0,0,0,4,0,9,9,3,0,0,7,10,5,2
문화컨텐츠,3,5,0,1,1,0,0,0,2,6,5,0,4,3,3,0,0,17,15,0,9
농산물,3,3,0,2,0,0,0,0,1,0,1,0,6,1,4,0,0,7,3,3,10
농산물,7,5,0,1,3,0,0,0,8,1,7,0,7,9,3,0,0,9,9,7,19
음반,3,5,0,1,1,0,0,0,3,1,9,0,7,1,3,0,0,10,3,0,14
가공식품,9,5,0,1,1,0,0,0,3,1,5,0,9,5,1,0,0,7,7,8,12
농산물,3,4,1,5,9,0,0,0,1,8,0,0,8,9,4,0,0,9,13,5,19
수산,3,4,5,1,1,1,0,0,0,2,8,0,2,7,3,0,0,7,7,9,7
농산물,10,4,1,6,1,0,0,0,2,4,6,0,9,3,1,0,0,9,9,9,16
농산물,3,2,6,2,3,0,0,0,0,1,0,0,2,8,3,0,0,9,7,0,14
농산물,3,4,5,1,1,1,0,0,0,3,4,0,3,8,2,0,0,9,13,0,11
농산물,3,2,7,2,6,0,0,0,0,4,3,0,5,1,1,0,0,7,7,7,20
주방가구,4,5,0,1,1,0,0,0,4,1,9,0,2,3,3,0,0,16,11,5,18
과자,4,1,1,2,0,0,0,0,0,0,5,0,9,3,2,0,0,7,6,2,15
농산물,3,4,1,4,3,0,0,0,0,1,5,0,6,6,3,0,0,9,7,0,14
농산물,4,4,1,4,6,3,0,0,0,2,0,0,5,9,3,0,0,9,11,7,13
냉동/간편조리식품,6,5,0,1,3,0,0,0,8,6,6,0,1,4,2,0,0,8,2,3,8
농산물,3,2,6,2,3,0,0,0,0,1,7,0,3,4,1,0,0,9,13,5,19
농산물,3,4,1,4,6,5,0,0,0,2,4,0,4,4,3,0,0,9,9,9,10
농산물,4,2,7,2,3,0,0,0,0,7,4,0,7,3,3,0,0,7,10,9,7
농산물,3,4,1,1,1,7,0,0,0,2,7,0,3,8,3,0,0,7,4,7,4
농산물,3,3,0,2,0,0,0,0,1,1,3,0,4,6,2,0,0,7,7,8,18
농산물,4,1,1,6,8,0,0,0,0,1,2,0,2,9,2,0,0,7,4,7,4
축산,3,5,0,1,1,0,0,0,3,7,3,0,2,8,3,0,0,18,0,3,10
음반,3,4,3,7,5,0,0,0,2,5,6,0,4,3,4,0,0,7,14,5,11
농산물,3,4,2,7,2,0,0,1,4,4,1,0,4,4,3,0,0,7,7,8,18
농산물,3,4,1,2,1,0,0,0,0,0,9,0,2,3,3,0,0,7,14,5,14
농산물,4,4,6,1,5,0,0,0,6,2,7,0,1,9,2,0,0,7,6,4,17
농산물,5,1,1,6,5,0,0,0,0,1,4,0,9,2,1,0,0,9,7,0,14
농산물,3,4,1,5,9,0,0,0,2,7,7,0,6,9,1,0,0,7,7,8,18
농산물,5,4,8,1,2,7,0,0,0,1,8,0,7,6,2,0,0,7,7,8,18
농산물,3,4,5,1,1,1,0,0,0,1,4,0,7,9,2,0,0,7,7,8,18
가공식품,9,5,0,1,1,0,0,0,5,8,7,0,1,9,4,0,0,20,0,8,16
농산물,3,4,6,7,9,0,0,0,2,4,6,0,2,7,1,0,0,9,8,0,11
가공식품,3,5,0,1,1,0,0,0,4,8,8,0,3,3,2,0,0,14,7,5,8
농산물,3,2,6,3,2,0,0,0,0,3,3,0,2,2,1,0,0,7,7,8,18
농산물,3,4,1,4,6,3,0,0,0,2,6,0,6,2,3,0,0,7,6,4,17
농산물,5,4,4,1,3,3,0,0,0,7,6,0,3,5,3,0,0,9,10,1,12
문화컨텐츠,3,5,0,1,1,0,0,0,4,3,5,0,9,3,3,0,0,17,15,0,9
농산물,4,3,0,1,4,0,0,0,0,0,2,0,3,6,1,0,0,7,10,3,14
농산물,4,2,8,1,7,0,0,0,0,0,9,0,2,4,3,0,0,7,7,8,18
농산물,4,4,7,2,3,0,0,0,8,8,7,0,1,8,2,0,0,9,13,9,6
농산물,3,2,8,2,0,0,0,0,0,5,5,0,8,9,3,0,0,9,7,0,14
농산물,3,2,6,1,4,0,0,0,0,0,7,0,1,5,2,0,0,9,8,3,5
농산물,3,1,1,2,6,0,0,0,0,0,4,0,4,3,2,0,0,7,7,7,20
잠옷,3,5,0,1,3,0,0,0,9,4,6,0,1,2,3,0,0,9,13,5,6
농산물,3,4,1,4,5,0,0,0,0,0,9,0,9,0,2,0,0,9,7,0,14
수산,3,3,0,1,1,0,0,0,0,8,4,0,7,4,4,0,0,7,7,8,11
음반,5,3,0,1,7,0,0,0,0,1,1,0,0,5,1,0,0,7,14,5,11
농산물,3,4,1,1,3,1,0,0,0,1,9,0,6,8,3,0,0,9,10,7,5
공구,4,5,0,1,3,0,0,0,7,8,9,0,7,1,3,0,0,14,10,0,11
농산물,4,4,8,2,5,0,0,0,1,1,4,0,3,1,3,0,0,7,7,8,18
농산물,3,2,6,4,7,0,0,0,0,1,0,0,3,0,1,0,0,7,6,9,21
농산물,5,3,0,2,0,0,0,0,0,8,8,0,8,9,1,0,0,9,7,6,13
음료,3,4,1,5,9,0,0,0,5,7,9,0,9,2,3,0,0,7,8,6,12
축산,18,2,6,5,0,0,0,0,0,0,5,0,3,8,4,0,0,7,8,5,16
농산물,4,4,8,8,4,0,0,0,4,6,3,0,6,9,3,0,0,9,12,5,15
농산물,3,4,1,4,1,0,0,0,0,1,9,0,0,6,2,0,0,7,4,7,4
농산물,3,4,1,3,9,0,0,0,0,1,7,0,6,3,3,0,0,7,7,8,18
농산물,3,4,1,5,9,0,0,0,3,4,5,0,8,2,1,0,0,9,8,2,13
축산,3,5,0,1,1,0,0,0,5,9,5,0,9,6,4,0,0,8,6,5,14
기타식품,3,5,0,1,3,0,0,0,7,9,8,0,8,5,4,0,0,19,10,2,9
농산물,4,3,0,1,4,0,0,0,0,0,2,0,1,6,3,0,0,7,7,8,18
농산물,3,2,6,1,7,0,0,0,0,1,2,0,2,7,2,0,0,9,7,0,14
농산물,3,2,6,7,1,0,0,0,2,3,9,0,9,3,2,0,0,9,13,5,19
농산물,3,4,5,1,1,3,0,0,0,5,0,0,0,8,4,0,0,9,7,0,14
농산물,3,2,8,2,3,7,0,0,0,1,6,0,2,1,4,0,0,7,3,3,10
농산물,3,4,6,8,7,0,0,0,0,9,4,0,9,5,4,0,0,9,13,3,4
문화컨텐츠,3,5,0,1,1,0,0,0,3,1,4,0,5,8,4,0,0,17,15,0,10
농산물,3,4,2,1,1,0,0,0,5,4,8,0,9,6,3,0,0,7,4,7,4
음료,4,5,0,1,1,0,0,0,3,0,9,0,6,4,2,0,0,20,2,8,17
농산물,3,2,8,1,8,5,0,0,0,0,5,0,3,3,3,0,0,7,5,7,10
상의,3,5,0,1,1,0,0,0,2,5,8,0,3,9,2,0,0,9,5,3,17
농산물,3,2,9,1,7,0,0,0,0,6,6,1,0,0,1,0,0,9,8,2,13
건강식품,3,5,0,1,3,0,0,0,9,1,0,0,3,2,2,0,0,10,9,4,15
농산물,5,1,1,4,1,0,0,0,0,1,3,0,6,7,4,0,0,7,8,6,8
농산물,3,1,1,4,1,0,0,0,0,1,6,0,0,7,4,0,0,9,7,0,14
농산물,3,1,1,4,1,0,0,0,0,0,9,0,5,9,2,0,0,9,9,9,8
축산,8,4,7,1,5,0,0,0,3,3,6,0,1,3,1,0,0,7,8,5,16
음료,3,2,6,3,2,0,0,0,0,2,0,0,6,3,2,0,0,9,15,3,6
하의,3,5,0,1,3,0,0,0,8,1,7,0,8,1,1,0,0,17,10,6,20
농산물,3,4,1,4,6,3,0,0,0,4,2,0,2,3,3,0,0,7,7,8,18
농산물,5,4,1,1,9,7,0,0,0,0,2,0,3,4,4,0,0,9,7,0,14
수산,3,4,4,2,0,0,0,0,2,8,8,0,8,0,2,0,0,7,7,9,5
스마트디바이스액세서리,3,5,0,1,3,0,0,0,8,6,6,0,6,7,1,0,0,4,2,4,9
농산물,3,1,1,6,2,0,0,0,0,0,1,0,8,3,1,0,0,7,7,8,18
농산물,3,2,7,2,9,0,0,0,0,4,4,0,0,9,4,0,0,9,14,7,10
농산물,4,4,1,4,8,0,0,0,1,1,6,0,3,9,2,0,0,9,10,1,12
농산물,3,4,1,2,8,7,0,0,0,0,2,0,9,3,2,0,0,7,3,3,10
농산물,4,1,1,4,4,0,0,0,0,1,2,0,0,3,4,0,0,9,7,0,14
음료,7,5,0,1,1,0,0,0,3,7,7,0,4,0,3,0,0,16,11,3,10
농산물,4,2,7,1,1,0,0,0,0,0,5,0,9,0,1,0,0,7,7,8,18
농산물,3,4,1,1,5,0,0,0,0,4,6,0,2,1,3,0,0,9,12,5,7
농산물,3,4,1,5,7,0,0,0,3,0,1,0,4,4,4,0,0,7,7,8,18
아우터,3,5,0,1,1,0,0,0,4,3,4,0,2,5,2,0,0,13,0,2,10
과자,4,2,6,2,3,0,0,0,0,2,3,0,4,6,3,0,0,7,2,9,19
농산물,3,4,6,1,3,0,0,0,3,1,0,0,3,6,1,0,0,9,10,3,7
농산물,4,4,1,1,5,0,0,0,0,3,9,0,2,2,3,0,0,7,14,5,14
음료,4,5,0,1,3,0,0,0,5,8,1,0,9,7,2,0,0,14,5,9,7
농산물,3,2,8,2,6,0,0,0,0,1,6,0,9,7,3,0,0,9,5,4,4
농산물,3,2,6,4,7,0,0,0,0,0,3,0,2,0,4,0,0,7,7,8,18
농산물,3,4,1,4,6,5,0,0,0,2,5,0,3,7,2,0,0,7,4,7,4
주방용품,6,5,0,1,1,0,0,0,3,8,8,0,7,2,3,0,0,17,2,4,16
문구/사무용품,10,5,0,1,3,0,0,0,8,6,6,0,1,6,3,0,0,16,5,6,6
농산물,3,4,1,4,3,0,0,0,0,1,0,0,3,4,4,0,0,7,7,8,18
농산물,3,4,2,1,3,0,0,0,3,4,5,0,6,1,4,0,0,9,12,0,14
냉동/간편조리식품,5,5,0,1,3,0,0,0,9,3,1,0,4,0,2,0,0,10,2,1,16
농산물,3,3,0,1,7,0,0,0,0,0,3,0,4,5,3,0,0,7,7,8,18
농산물,3,1,1,3,5,0,0,0,0,2,0,0,9,8,1,0,0,7,7,8,18
농산물,3,2,9,2,0,0,0,0,1,2,3,0,5,6,2,0,0,7,8,7,9
기저귀/물티슈,3,5,0,1,1,0,0,0,2,6,4,0,1,4,3,0,0,14,7,7,16
농산물,3,2,8,2,6,0,0,0,1,1,5,0,7,8,2,0,0,9,10,1,12
공구,6,5,0,1,3,0,0,0,6,6,3,0,0,5,3,0,0,15,0,4,5
기타식품,8,5,0,1,1,0,0,0,1,7,6,0,4,0,1,0,0,13,11,2,11
축산,4,4,1,5,9,0,0,0,2,5,6,0,8,2,4,0,0,7,13,7,13
음료,3,5,0,1,1,0,0,0,3,7,2,0,3,3,3,0,0,10,10,9,3
농산물,4,4,7,2,9,0,0,0,2,8,3,0,1,1,2,0,0,9,5,6,4
농산물,4,3,1,7,1,0,0,0,6,6,4,0,6,7,2,0,0,7,10,5,12
농산물,4,4,8,1,7,0,0,0,5,9,7,0,0,9,3,0,0,7,14,5,14
음료,3,5,0,1,1,0,0,0,2,1,5,0,7,8,4,0,0,12,8,3,17
반려동물,7,5,0,1,1,0,0,0,3,6,5,0,8,0,3,0,0,14,3,6,12
농산물,3,1,1,6,2,0,0,0,0,1,1,0,0,3,3,0,0,7,9,2,9
농산물,4,4,1,5,7,0,0,0,2,9,4,0,5,7,1,0,0,7,5,0,7
농산물,3,4,1,1,3,3,0,0,0,0,3,0,2,7,4,0,0,9,10,1,20
농산물,4,1,1,6,5,0,0,0,0,3,9,0,3,2,1,0,0,9,7,0,14
농산물,3,2,7,1,4,0,0,0,1,4,1,0,3,9,3,0,0,9,8,4,9
축산,4,2,8,2,4,5,0,0,0,0,6,0,4,5,4,0,0,7,8,5,16
농산물,3,4,7,7,3,0,0,0,4,8,0,0,7,3,4,0,0,7,4,4,9
농산물,5,1,1,6,8,0,0,0,0,2,0,0,3,1,3,0,0,7,7,7,20
가공식품,3,2,8,1,4,0,0,0,0,0,7,0,3,8,1,0,0,7,3,3,10
문화컨텐츠,6,5,0,1,3,0,0,0,8,6,6,0,7,0,1,0,0,17,15,0,9
농산물,8,4,1,1,9,7,0,0,0,0,5,0,7,9,4,0,0,9,4,3,14
농산물,3,2,9,1,4,0,0,0,0,3,8,0,2,4,1,0,0,7,7,8,18
수산,3,4,1,3,7,0,0,0,0,0,3,0,6,7,3,0,0,7,4,6,9
농산물,3,4,1,1,1,7,0,0,0,2,0,0,2,9,2,0,0,7,7,8,18
농산물,5,2,9,2,0,0,0,0,0,5,6,0,6,8,1,0,0,9,10,5,13
농산물,3,4,8,3,3,0,0,0,2,6,3,0,4,4,3,0,0,7,7,8,18
농산물,16,4,1,2,8,5,0,0,0,1,6,0,0,3,2,0,0,7,4,0,7
농산물,3,4,4,2,1,0,0,0,6,5,2,0,1,2,4,0,0,9,7,0,14
음료,3,2,9,1,4,0,0,0,0,1,1,0,1,2,3,0,0,7,4,5,13
농산물,4,4,1,4,6,3,0,0,0,5,7,0,8,1,2,0,0,7,13,8,9
농산물,3,4,1,5,9,0,0,0,5,0,6,0,0,1,1,0,0,9,8,2,13
생활용품,4,5,0,1,3,0,0,0,8,1,8,0,4,1,2,0,0,19,6,9,16
농산물,3,1,1,7,4,0,0,0,0,1,1,0,1,1,2,0,0,9,7,0,14
농산물,8,4,1,2,8,1,0,0,1,1,1,0,5,6,2,0,0,9,8,4,12
농산물,3,1,1,7,1,0,0,0,0,2,7,0,8,4,1,0,0,9,8,9,3
농산물,3,3,1,1,4,0,0,0,0,2,7,0,7,8,3,0,0,9,4,6,11
수산,3,4,5,1,1,1,0,0,0,0,2,0,5,5,1,0,0,7,4,3,10
농산물,11,5,0,1,1,0,0,0,1,9,8,0,2,0,3,0,0,18,2,3,18
농산물,6,2,7,7,1,0,0,0,0,5,3,0,7,4,1,0,0,7,7,8,18
농산물,3,4,3,7,1,0,0,0,3,7,2,0,9,6,3,0,0,7,7,8,18
농산물,3,1,1,5,3,0,0,0,0,1,7,0,7,6,4,0,0,7,7,8,18
농산물,3,1,1,5,6,0,0,0,0,1,4,0,7,3,2,0,0,7,7,8,18
농산물,3,4,4,2,7,0,0,0,2,4,3,0,1,0,4,0,0,7,14,5,14
농산물,3,1,1,7,1,0,0,0,0,1,1,0,8,0,3,0,0,9,7,0,14
축산,10,2,8,2,4,5,0,0,0,4,5,0,0,4,3,0,0,7,4,7,20
농산물,3,1,1,2,9,0,0,0,0,1,8,0,4,2,4,0,0,9,11,0,5
생활용품,5,5,0,1,3,0,0,0,1,7,8,0,8,1,2,0,0,19,2,9,12
농산물,3,2,6,2,9,0,0,0,0,0,1,0,8,8,3,0,0,9,10,1,12
농산물,3,2,6,1,4,0,0,0,0,0,4,0,3,8,2,0,0,7,7,8,18
농산물,3,4,1,2,2,0,0,0,0,6,6,0,6,7,4,0,0,7,6,4,17
농산물,3,2,8,2,0,0,0,0,0,0,6,0,3,3,1,0,0,9,10,1,12
농산물,3,1,1,6,5,0,0,0,0,1,8,0,8,3,4,0,0,9,7,0,14
기타디지털/가전,11,5,0,1,1,0,0,0,4,3,5,0,8,4,3,0,0,10,0,9,11
농산물,4,4,1,4,5,0,0,0,0,1,0,0,1,4,4,0,0,7,7,8,18
농산물,3,1,1,6,8,0,0,0,0,1,9,0,4,1,1,0,0,9,10,1,12
음료,3,5,0,1,3,0,0,0,5,8,0,0,1,6,3,0,0,17,3,6,12
음료,3,2,9,1,7,0,0,0,0,6,0,0,0,7,1,0,0,7,10,5,2
농산물,3,4,8,7,2,0,0,0,4,5,3,0,7,4,2,0,0,9,8,3,11
문화컨텐츠,3,5,0,1,3,0,0,0,8,6,2,0,4,9,3,0,0,17,15,0,9
농산물,4,4,1,4,5,0,0,0,0,2,2,0,8,2,1,0,0,9,11,0,10
문화컨텐츠,7,5,0,1,3,0,0,0,8,6,6,0,1,5,2,0,0,17,15,0,9
과자,5,4,4,7,6,0,0,0,2,3,5,0,2,1,4,0,0,7,8,6,14
공구,4,5,0,1,1,0,0,0,4,6,7,0,9,6,3,0,0,15,0,4,5
농산물,3,4,1,4,1,0,0,0,0,1,0,0,0,5,4,0,0,9,7,0,14
농산물,5,4,5,1,1,3,0,0,0,6,2,0,0,9,2,0,0,7,7,8,18
농산물,4,4,1,5,9,0,0,0,2,1,6,0,7,5,4,0,0,7,4,7,4
농산물,3,4,1,1,9,5,0,0,0,0,9,0,3,6,2,0,0,9,8,2,13
농산물,3,4,5,1,3,0,0,0,1,8,8,0,9,5,4,0,0,7,9,2,9
농산물,3,1,1,6,8,0,0,0,0,1,5,0,3,1,1,0,0,9,13,3,4
